#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#dataproduct_type, calib_level, obs_collection, obs_id, target_name, s_ra, s_dec, t_min, t_max, t_exptime, wavelength_region, filters, em_min, em_max, target_classification, obs_title, t_obs_release, instrument_name, proposal_pi, proposal_id, proposal_type, project, sequence_number, provenance_name, s_region, jpegURL, dataURL, dataRights, mtFlag, srcDen, intentType, obsid, objID, wave_min, wave_max, wave_region
#@string, int, string, string, string, ra, dec, float, float, float, string, string, float, float, string, string, float, string, string, string, string, string, int, string, string, string, string, string, string, float, string, string, string, float, float, string
dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,wave_min,wave_max,wave_region
timeseries,3,TESS,tess2018235142541-s0002-s0072-0000000277777807,277777807,155.651900165607,2.79655134682858,59254.4882047685,60285.0802964468,120,Optical,TESS,600,1000,,,60339,Photometer,"Ricker, George",N/A,,TESS,72,SPOC,CIRCLE 155.65190017 2.79655135 0.00138889,,mast:TESS/product/tess2018235142541-s0002-s0072-0000000277777807-00829_dvt.fits,PUBLIC,False,NaN,science,208736313,383501826,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374239639-0217-s,374239639,158.950701848298,2.55470982482865,59551.0646987384,59578.2034033912,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",N/A,,TESS,46,SPOC,CIRCLE 158.95070185 2.55470982 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374239639-0217-s_lc.fits,PUBLIC,False,NaN,science,71498112,144518749,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000344927475-0216-s,344927475,151.624787262693,2.10228690977468,59525.0044791319,59550.1249956019,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 151.62478726 2.10228691 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000344927475-0216-s_lc.fits,PUBLIC,False,NaN,science,71245664,137217072,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000275308347-0136-s,275308347,149.743361143143,2.39672925120281,58516.8675781597,58541.5053176505,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",G011250,,TESS,8,SPOC,CIRCLE 149.74336114 2.39672925 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000275308347-0136-s_lc.fits,PUBLIC,False,NaN,science,62460830,117292046,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.043.stk.g,1359.043,148.60019199923,1.79973136928589,55191.5165272,56661.6047172852,1528,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   148.816832     1.582902  148.817047     2.016392  148.383495     2.016552  148.383394     1.583028,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/043/rings.v3.skycell.1359.043.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/043/rings.v3.skycell.1359.043.stk.g.unconv.fits,PUBLIC,,5885,science,2120421,42095752,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000374270467-0205-s,374270467,159.329750904945,2.01068558582076,59254.9214450926,59279.4842565856,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272,,TESS,35,SPOC,CIRCLE 159.3297509 2.01068559 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000374270467-0205-s_lc.fits,PUBLIC,False,NaN,science,60671112,106905988,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.058.stk.i,1361.058,154.599206247136,2.19937421417997,55251.3494013,57024.5758371334,1054,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.816057     1.982841  154.815744     2.416282  154.382298     2.415836  154.382726     1.982475,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/058/rings.v3.skycell.1361.058.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/058/rings.v3.skycell.1361.058.stk.i.unconv.fits,PUBLIC,,5885,science,2121497,42096828,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000374180449-0217-s,374180449,157.996012237465,2.97637608168826,59551.0648022106,59578.2034935417,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",N/A,,TESS,46,SPOC,CIRCLE 157.99601224 2.97637608 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374180449-0217-s_lc.fits,PUBLIC,False,NaN,science,71498049,142823288,600,1000,Optical
image,3,PS1,rings.v3.skycell.1451.005.stk.i,1451.005,157.550354256389,4.19847653545017,55250.4152584,57024.5785160334,1478,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.769261     3.981808  157.769274     4.415197  157.331274     4.415078  157.331608     3.981701,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/005/rings.v3.skycell.1451.005.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/005/rings.v3.skycell.1451.005.stk.i.unconv.fits,PUBLIC,,5885,science,2166231,42141562,677.799987792969,830.400024414063,OPTICAL
image,3,PS1,rings.v3.skycell.1360.090.stk.i,1360.090,153.80238480392,3.79837411770598,55250.4125239,57024.5758371334,1195,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.018939     3.581474  154.019473     4.014318  153.585773     4.015271  153.585354     3.582325,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/090/rings.v3.skycell.1360.090.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/090/rings.v3.skycell.1360.090.stk.i.unconv.fits,PUBLIC,,5885,science,2121157,42096488,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2018206190142-s0001-s0046-0000000262687075,262687075,148.597166171915,3.32913061606024,59254.4883233796,59578.2042083796,120,Optical,TESS,600,1000,,,59642,Photometer,"Ricker, George",G04103,,TESS,46,SPOC,CIRCLE 148.59716617 3.32913062 0.00138889,,mast:TESS/product/tess2018206190142-s0001-s0046-0000000262687075-00555_dvt.fits,PUBLIC,False,NaN,science,71743972,144631084,600,1000,Optical
timeseries,3,TESS,tess2025042113628-s0089-0000000275251343-0286-s,275251343,148.213982758977,2.96162388129886,60717.6427469329,60746.0771142593,120,Optical,TESS,600,1000,,,60761,Photometer,"Ricker, George",N/A,,TESS,89,SPOC,CIRCLE 148.21398276 2.96162388 0.00138889,,mast:TESS/product/tess2025042113628-s0089-0000000275251343-0286-s_lc.fits,PUBLIC,False,NaN,science,252314710,747923146,600,1000,Optical
timeseries,3,TESS,tess2023043185947-s0062-0000000344840363-0254-s,344840363,150.10633809878,3.11910617176688,59987.9449582755,60013.6572385417,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",N/A,,TESS,62,SPOC,CIRCLE 150.1063381 3.11910617 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000344840363-0254-s_lc.fits,PUBLIC,False,NaN,science,124163973,823025167,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.085.stk.r,1362.085,159.799641245676,3.40033907577191,55247.3772146,56682.532158663,944,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   160.016619     3.183720  160.016624     3.617000  159.582606     3.616904  159.582716     3.183635,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/085/rings.v3.skycell.1362.085.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/085/rings.v3.skycell.1362.085.stk.r.unconv.fits,PUBLIC,,5885,science,2122133,42097464,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2023315124025-s0072-0000000842054224-0267-s,842054224,152.112338132542,3.28133396359783,60259.6809018634,60285.0834047454,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049,,TESS,72,SPOC,CIRCLE 152.11233813 3.28133396 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842054224-0267-s_lc.fits,PUBLIC,False,NaN,science,198801417,362260113,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000262713845-0267-s,262713845,148.998248182549,2.79875890091456,60259.6811717361,60285.0836633681,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",N/A,,TESS,72,SPOC,CIRCLE 148.99824818 2.7987589 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000262713845-0267-s_lc.fits,PUBLIC,False,NaN,science,198795037,362246489,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000277712294-0205-s,277712294,153.461797485731,1.99117540482117,59254.9215721528,59279.4841503704,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272_G03216,,TESS,35,SPOC,CIRCLE ICRS 153.46179749 1.99117540 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277712294-0205-s_lc.fits,PUBLIC,False,NaN,science,60663820,106847714,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.068.stk.r,1362.068,158.598864740175,2.59943582439631,55247.3777772,56682.532158663,712,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.815768     2.382958  158.815456     2.816357  158.381904     2.815837  158.382331     2.382517,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/068/rings.v3.skycell.1362.068.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/068/rings.v3.skycell.1362.068.stk.r.unconv.fits,PUBLIC,,5885,science,2122048,42097379,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1361.065.stk.y,1361.065,155.799739248536,2.60019610158057,55194.5127367,57047.6725118222,910,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.016611     2.383466  156.016616     2.816958  155.582810     2.816883  155.582920     2.383403,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/065/rings.v3.skycell.1361.065.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/065/rings.v3.skycell.1361.065.stk.y.unconv.fits,PUBLIC,,5885,science,2121534,42096865,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2023043185947-s0062-0000000262712556-0254-s,262712556,148.898796575974,3.61039202114234,59987.9449735301,60013.6571958912,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05112,,TESS,62,SPOC,CIRCLE 148.89879658 3.61039202 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000262712556-0254-s_lc.fits,PUBLIC,False,NaN,science,124157749,823005425,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.048.stk.y,1361.048,154.59954800195,1.79929310358235,55194.5127367,57047.6720203222,920,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.816346     1.582726  154.816033     2.016167  154.382693     2.015795  154.383120     1.582433,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/048/rings.v3.skycell.1361.048.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/048/rings.v3.skycell.1361.048.stk.y.unconv.fits,PUBLIC,,5885,science,2121449,42096780,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2023043185947-s0062-0000000842051473-0254-s,842051473,150.653481481906,2.64306517776471,59987.9449456481,60013.6572562616,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05084,,TESS,62,SPOC,CIRCLE 150.65348148 2.64306518 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000842051473-0254-s_lc.fits,PUBLIC,False,NaN,science,124173387,823051405,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000262688240-0205-s,262688240,148.796930078289,3.57590218038584,59254.4938818981,59279.4840328241,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272,,TESS,35,SPOC,CIRCLE ICRS 148.79693008 3.57590218 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000262688240-0205-s_lc.fits,PUBLIC,False,NaN,science,60669449,106897312,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.049.stk.z,1360.049,150.199672752527,1.79894234109249,55236.4982292,57017.6622899222,676,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.416439     1.582459  150.416021     2.015827  149.982849     2.015349  149.983382     1.582083,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/049/rings.v3.skycell.1360.049.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/049/rings.v3.skycell.1360.049.stk.z.unconv.fits,PUBLIC,,5885,science,2120955,42096286,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000277831938-0217-s,277831938,156.209214265291,4.30248312848221,59551.0650153935,59578.2036787384,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04214,,TESS,46,SPOC,CIRCLE 156.20921427 4.30248313 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277831938-0217-s_lc.fits,PUBLIC,False,NaN,science,71493987,142810552,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374200595-0217-s,374200595,158.08086840274,2.31373327590874,59551.0647696759,59578.2034624653,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04219_G04209,,TESS,46,SPOC,CIRCLE 158.0808684 2.31373328 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374200595-0217-s_lc.fits,PUBLIC,False,NaN,science,71498060,142823334,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000345035899-0217-s,345035899,154.570319131323,3.63550388897579,59551.0651522338,59578.2037900694,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 154.57031913 3.63550389 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000345035899-0217-s_lc.fits,PUBLIC,False,NaN,science,71496456,142818169,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000345074219-0267-s,345074219,155.202910493269,2.35087171846091,60259.6806000926,60285.0830983102,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",N/A,,TESS,72,SPOC,CIRCLE 155.20291049 2.35087172 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000345074219-0267-s_lc.fits,PUBLIC,False,NaN,science,198796558,362249651,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.072.stk.z,1361.072,157.001033513224,2.99987794899243,55236.4453403,56641.6400168445,736,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.217736     2.783004  157.218058     3.216313  156.784274     3.216738  156.784066     2.783371,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/072/rings.v3.skycell.1361.072.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/072/rings.v3.skycell.1361.072.stk.z.unconv.fits,PUBLIC,,5885,science,2121570,42096901,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1359.082.stk.g,1359.082,149.001278270939,3.39984205800761,55191.5165272,56741.3727642852,1444,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.218034     3.183002  149.218356     3.616185  148.784465     3.616662  148.784258     3.183422,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/082/rings.v3.skycell.1359.082.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/082/rings.v3.skycell.1359.082.stk.g.unconv.fits,PUBLIC,,5885,science,2120616,42095947,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000277736256-0205-s,277736256,153.843129300973,3.51133978987379,59254.921596713,59279.4841670949,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03251,,TESS,35,SPOC,CIRCLE ICRS 153.84312930 3.51133979 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277736256-0205-s_lc.fits,PUBLIC,False,NaN,science,60677485,106797928,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374178355-0217-s,374178355,157.755202572677,3.12865080449698,59551.0648299884,59578.2035178009,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 157.75520257 3.1286508 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374178355-0217-s_lc.fits,PUBLIC,False,NaN,science,71498038,142823251,600,1000,Optical
timeseries,3,TESS,tess2023043185947-s0062-0000000344890482-0254-s,344890482,151.03513213509,3.20105818657078,59987.9449530324,60013.6572705208,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05155_G05106_G05047,,TESS,62,SPOC,CIRCLE 151.03513214 3.20105819 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000344890482-0254-s_lc.fits,PUBLIC,False,NaN,science,124164036,823025328,600,1000,Optical
image,3,PS1,rings.v3.skycell.1449.027.stk.z,1449.027,148.650243520252,4.99819438224685,55236.4380175,57017.6647214222,518,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   148.869727     4.781673  148.869097     5.215316  148.430586     5.214614  148.431564     4.781029,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1449/027/rings.v3.skycell.1449.027.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1449/027/rings.v3.skycell.1449.027.stk.z.unconv.fits,PUBLIC,,5885,science,2165344,42140675,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000374171597-0205-s,374171597,157.73260454035,2.21241302521934,59254.9145450926,59279.4842348727,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE 157.73260454 2.21241303 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000374171597-0205-s_lc.fits,PUBLIC,False,NaN,science,60670325,106903941,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000275252881-0216-s,275252881,148.347991537744,2.70011855181889,59525.4895565972,59550.1253100694,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 148.34799154 2.70011855 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000275252881-0216-s_lc.fits,PUBLIC,False,NaN,science,71242855,137211052,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.083.stk.g,1361.083,156.600778012523,3.4001733198303,55235.4278908,56661.6020333852,654,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.817629     3.183396  156.817845     3.616633  156.383870     3.616919  156.383768     3.183648,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/083/rings.v3.skycell.1361.083.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/083/rings.v3.skycell.1361.083.stk.g.unconv.fits,PUBLIC,,5885,science,2121621,42096952,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2018235142541-s0002-s0072-0000000374200604,374200604,158.073449594649,2.23792936528249,59524.9983579514,60285.0772782755,120,Optical,TESS,600,1000,,,60339,Photometer,"Ricker, George",G06165_G06203,,TESS,72,SPOC,CIRCLE 158.07344959 2.23792937 0.00138889,,mast:TESS/product/tess2018235142541-s0002-s0072-0000000374200604-00829_dvt.fits,PUBLIC,False,NaN,science,208737248,383503576,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000344927396-0216-s,344927396,151.638766699296,1.79838794808943,59525.0044690278,59550.1249831019,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04214_G04039,,TESS,45,SPOC,CIRCLE 151.6387667 1.79838795 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000344927396-0216-s_lc.fits,PUBLIC,False,NaN,science,71245663,137217070,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.050.stk.r,1359.050,149.800627503696,2.19894569891714,55191.5343171,57007.5719329334,1924,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.016971     1.982036  150.017504     2.415302  149.584227     2.415875  149.583808     1.982507,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/050/rings.v3.skycell.1359.050.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/050/rings.v3.skycell.1359.050.stk.r.unconv.fits,PUBLIC,,5885,science,2120458,42095789,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1360.085.stk.r,1360.085,151.799641245676,3.40033907577191,55247.3715756,56681.571683763,828,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.016619     3.183720  152.016624     3.617000  151.582606     3.616904  151.582716     3.183635,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/085/rings.v3.skycell.1360.085.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/085/rings.v3.skycell.1360.085.stk.r.unconv.fits,PUBLIC,,5885,science,2121133,42096464,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1450.005.stk.z,1450.005,153.505417256389,4.19847653545017,55236.4410055,57017.6632615222,542,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.724324     3.981808  153.724337     4.415197  153.286337     4.415078  153.286671     3.981701,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/005/rings.v3.skycell.1450.005.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/005/rings.v3.skycell.1450.005.stk.z.unconv.fits,PUBLIC,,5885,science,2165734,42141065,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000277870839-0205-s,277870839,156.735378508761,1.78006150116163,59254.91455875,59279.4842154514,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE ICRS 156.73537851 1.78006150 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277870839-0205-s_lc.fits,PUBLIC,False,NaN,science,60678109,106802732,600,1000,Optical
