#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#dataproduct_type, calib_level, obs_collection, obs_id, target_name, s_ra, s_dec, t_min, t_max, t_exptime, wavelength_region, filters, em_min, em_max, target_classification, obs_title, t_obs_release, instrument_name, proposal_pi, proposal_id, proposal_type, project, sequence_number, provenance_name, s_region, jpegURL, dataURL, dataRights, mtFlag, srcDen, intentType, obsid, objID, wave_min, wave_max, wave_region
#@string, int, string, string, string, ra, dec, float, float, float, string, string, float, float, string, string, float, string, string, string, string, string, int, string, string, string, string, string, string, float, string, string, string, float, float, string
dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,wave_min,wave_max,wave_region
timeseries,3,TESS,tess2021336043614-s0046-0000000262687405-0217-s,262687405,148.593774872301,4.85274903840204,59551.0657393171,59578.2042615972,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 148.59377487 4.85274904 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000262687405-0217-s_lc.fits,PUBLIC,False,NaN,science,71493633,142809423,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.073.stk.g,1361.073,156.600631507975,3.00016995947624,55235.4278908,56661.6020333852,740,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.817429     2.783348  156.817646     3.216711  156.383776     3.216966  156.383675     2.783569,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/073/rings.v3.skycell.1361.073.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/073/rings.v3.skycell.1361.073.stk.g.unconv.fits,PUBLIC,,5885,science,2121571,42096902,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000374209301-0205-s,374209301,158.37502108312,2.04258121874125,59254.9214703472,59279.4842435648,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03274,,TESS,35,SPOC,CIRCLE ICRS 158.37502108 2.04258122 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000374209301-0205-s_lc.fits,PUBLIC,False,NaN,science,60667566,106880108,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000374180523-0216-s,374180523,158.009487569587,3.31528582157335,59525.0039517593,59550.1244544213,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04139_G04039_G04191,,TESS,45,SPOC,CIRCLE 158.00948757 3.31528582 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374180523-0216-s_lc.fits,PUBLIC,False,NaN,science,71247006,137220807,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000374223757-0267-a_fast,374223757,158.608358874684,3.61793314164624,60259.6803390278,60285.0837636458,20,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",N/A,,TESS,72,SPOC,CIRCLE 158.60835887 3.61793314 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000374223757-0267-a_fast-lc.fits,PUBLIC,False,NaN,science,198797480,362251638,600,1000,Optical
image,3,PS1,rings.v3.skycell.1451.008.stk.z,1451.008,156.33737729488,4.19722649009611,55236.4416478,56641.6400168445,542,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.556634     3.980944  156.555685     4.414237  156.117947     4.413407  156.119243     3.980196,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/008/rings.v3.skycell.1451.008.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/008/rings.v3.skycell.1451.008.stk.z.unconv.fits,PUBLIC,,5885,science,2166249,42141580,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2019032160000-s0008-0000000277833995-0136-s,277833995,156.405279395225,2.51435304899047,58516.8673905208,58541.5053944444,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 156.4052794 2.51435305 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000277833995-0136-s_lc.fits,PUBLIC,False,NaN,science,62460982,117292369,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000374274083-0216-s,374274083,159.659199098752,4.99244213379138,59525.0038629051,59550.1243652315,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 159.6591991 4.99244213 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374274083-0216-s_lc.fits,PUBLIC,False,NaN,science,71247098,137220997,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.093.stk.y,1360.093,152.600925018027,3.80004017725788,55547.5764607,56825.2530209222,780,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.817829     3.583329  152.818045     4.016396  152.383964     4.016714  152.383862     3.583613,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/093/rings.v3.skycell.1360.093.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/093/rings.v3.skycell.1360.093.stk.y.unconv.fits,PUBLIC,,5885,science,2121174,42096505,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2023043185947-s0062-0000000275251307-0254-s,275251307,148.163166971967,3.13016505332558,59987.9449678009,60013.6571673611,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05112,,TESS,62,SPOC,CIRCLE 148.16316697 3.13016505 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000275251307-0254-s_lc.fits,PUBLIC,False,NaN,science,124158680,823008552,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.050.stk.i,1359.050,149.800627503696,2.19894569891714,55251.3471461,56997.6373602334,1118,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.016971     1.982036  150.017504     2.415302  149.584227     2.415875  149.583808     1.982507,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/050/rings.v3.skycell.1359.050.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/050/rings.v3.skycell.1359.050.stk.i.unconv.fits,PUBLIC,,5885,science,2120457,42095788,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2023043185947-s0062-0000000345032207-0254-s,345032207,152.907448891547,2.2213894570181,59987.9449165625,60013.657327662,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",N/A,,TESS,62,SPOC,CIRCLE 152.90744889 2.22138946 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000345032207-0254-s_lc.fits,PUBLIC,False,NaN,science,124164112,823025571,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000277810148-0217-s,277810148,156.047149842517,3.83081531254721,59551.0650127894,59578.2036743171,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 156.04714984 3.83081531 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277810148-0217-s_lc.fits,PUBLIC,False,NaN,science,71493978,142810526,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000842284720-0267-a_fast,842284720,153.302960877166,4.08729851236054,60259.6808193866,60285.0842539468,20,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049_G06028,,TESS,72,SPOC,CIRCLE 153.30296088 4.08729851 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842284720-0267-a_fast-lc.fits,PUBLIC,False,NaN,science,198801553,362260404,600,1000,Optical
timeseries,3,TESS,tess2023043185947-s0062-0000000344926352-0254-a_fast,344926352,151.52301357307,3.28329132161238,59987.9449503935,60013.6579812616,20,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05112,,TESS,62,SPOC,CIRCLE 151.52301357 3.28329132 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000344926352-0254-a_fast-lc.fits,PUBLIC,False,NaN,science,124164046,823025380,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374311938-0217-s,374311938,159.982135026673,2.50493590868583,59551.0646020023,59578.2033200231,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 159.98213503 2.50493591 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374311938-0217-s_lc.fits,PUBLIC,False,NaN,science,71498159,142823646,600,1000,Optical
image,3,PS1,rings.v3.skycell.1450.007.stk.z,1450.007,152.696678282024,4.19785126276584,55236.4410055,57017.6642315222,406,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.915840     3.981429  152.915212     4.414776  152.477343     4.414183  152.478318     3.980895,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/007/rings.v3.skycell.1450.007.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/007/rings.v3.skycell.1450.007.stk.z.unconv.fits,PUBLIC,,5885,science,2165744,42141075,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1451.004.stk.z,1451.004,157.954773993614,4.19847678538221,55236.4453403,56641.6409215445,586,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.173520     3.981702  158.173854     4.415078  157.735854     4.415197  157.735868     3.981808,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/004/rings.v3.skycell.1451.004.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/004/rings.v3.skycell.1451.004.stk.z.unconv.fits,PUBLIC,,5885,science,2166229,42141560,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1362.085.stk.z,1362.085,159.799641245676,3.40033907577191,55236.4446749,56641.6470823445,676,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   160.016619     3.183720  160.016624     3.617000  159.582606     3.616904  159.582716     3.183635,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/085/rings.v3.skycell.1362.085.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/085/rings.v3.skycell.1362.085.stk.z.unconv.fits,PUBLIC,,5885,science,2122135,42097466,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2023315124025-s0072-0000000275358374-0267-s,275358374,149.967333980204,2.78040076575096,60259.6810820139,60285.0835769213,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06002,,TESS,72,SPOC,CIRCLE 149.96733398 2.78040077 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000275358374-0267-s_lc.fits,PUBLIC,False,NaN,science,198795265,362246960,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.077.stk.i,1362.077,158.99882748673,2.99987769899066,55251.3529536,57024.5798393334,1369,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.215795     2.783371  159.215587     3.216738  158.781803     3.216313  158.782125     2.783003,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/077/rings.v3.skycell.1362.077.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/077/rings.v3.skycell.1362.077.stk.i.unconv.fits,PUBLIC,,5885,science,2122092,42097423,677.799987792969,830.400024414063,OPTICAL
image,3,PS1,rings.v3.skycell.1360.071.stk.z,1360.071,153.401338018456,2.99943893331517,55236.4410055,57017.6632615222,466,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.617924     2.782523  153.618352     3.215758  153.184695     3.216352  153.184381     2.783037,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/071/rings.v3.skycell.1360.071.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/071/rings.v3.skycell.1360.071.stk.z.unconv.fits,PUBLIC,,5885,science,2121065,42096396,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000262687961-0205-s,262687961,148.728748294359,4.86118620193506,59254.4939058565,59279.4840344907,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE ICRS 148.72874829 4.86118620 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000262687961-0205-s_lc.fits,PUBLIC,False,NaN,science,60662364,106835613,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374271301-0217-s,374271301,159.369883112438,2.78115203684647,59551.064668669,59578.20337875,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 159.36988311 2.78115204 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374271301-0217-s_lc.fits,PUBLIC,False,NaN,science,71498138,142823575,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000344954714-0136-s,344954714,152.004072713153,1.92771093619762,58516.8508422106,58541.5053465856,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 152.00407271 1.92771094 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000344954714-0136-s_lc.fits,PUBLIC,False,NaN,science,62464542,117299496,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000277777679-0217-s,277777679,155.651893716948,2.12137050554725,59551.0649856366,59578.2036420023,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 155.65189372 2.12137051 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277777679-0217-s_lc.fits,PUBLIC,False,NaN,science,71493967,142810490,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000277711975-0205-s,277711975,153.52881167077,3.55458685110653,59254.906324838,59279.4841601389,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",N/A,,TESS,35,SPOC,CIRCLE ICRS 153.52881167 3.55458685 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000277711975-0205-s_lc.fits,PUBLIC,False,NaN,science,60665582,106863244,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000345037238-0205-s,345037238,154.719902004554,2.56629988644315,59254.9215618403,59279.4841816088,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272,,TESS,35,SPOC,CIRCLE ICRS 154.71990200 2.56629989 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000345037238-0205-s_lc.fits,PUBLIC,False,NaN,science,60664759,106857515,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.056.stk.z,1361.056,155.399522248709,2.19990998337249,55236.504002,56641.6400168445,646,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   155.616373     1.983219  155.616272     2.416744  155.182614     2.416552  155.182830     1.983062,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/056/rings.v3.skycell.1361.056.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/056/rings.v3.skycell.1361.056.stk.z.unconv.fits,PUBLIC,,5885,science,2121490,42096821,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000374274083-0217-s,374274083,159.659199098752,4.99244213379138,59551.0647246875,59578.2034354051,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 159.6591991 4.99244213 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374274083-0217-s_lc.fits,PUBLIC,False,NaN,science,71498147,142823609,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000277810242-0217-s,277810242,156.06891649074,3.59914005339122,59551.0650022222,59578.2036643634,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",N/A,,TESS,46,SPOC,CIRCLE 156.06891649 3.59914005 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277810242-0217-s_lc.fits,PUBLIC,False,NaN,science,71493980,142810530,600,1000,Optical
timeseries,3,TESS,tess2021336043614-s0046-0000000374313274-0217-a_fast,374313274,160.085961243512,4.54010510924295,59551.0646686574,59578.2038486921,20,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",N/A,,TESS,46,SPOC,CIRCLE 160.08596124 4.54010511 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000374313274-0217-a_fast-lc.fits,PUBLIC,False,NaN,science,71498170,142823680,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000262719068-0205-s,262719068,149.182178114294,5.01421925047064,59254.4939039468,59279.4840486343,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272,,TESS,35,SPOC,CIRCLE ICRS 149.18217811 5.01421925 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000262719068-0205-s_lc.fits,PUBLIC,False,NaN,science,60673319,106766482,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.091.stk.y,1359.091,149.402022292044,3.79911414409048,55195.4634401,56752.2324327222,620,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.618714     3.582266  149.619142     4.015206  149.185273     4.015948  149.184960     3.582928,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/091/rings.v3.skycell.1359.091.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/091/rings.v3.skycell.1359.091.stk.y.unconv.fits,PUBLIC,,5885,science,2120664,42095995,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2018206190142-s0001-s0036-0000000344954191,344954191,152.053992489049,4.51655494660431,58516.8453467477,59279.484127662,120,Optical,TESS,600,1000,,,59389,Photometer,"Ricker, George",N/A,,TESS,36,SPOC,CIRCLE 152.05399249 4.51655495 0.00138889,,mast:TESS/product/tess2018206190142-s0001-s0036-0000000344954191-00471_dvt.fits,PUBLIC,False,NaN,science,61533302,116662009,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000277799104-0216-s,277799104,155.86399889504,2.25390145457733,59525.0041064236,59550.124612419,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04123_G04030,,TESS,45,SPOC,CIRCLE 155.8639989 2.25390145 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277799104-0216-s_lc.fits,PUBLIC,False,NaN,science,71242981,137211573,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.074.stk.g,1360.074,152.200170752678,3.00031646472294,55235.4253723,56661.6026842852,1068,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.417043     2.783558  152.417153     3.216953  151.983241     3.217038  151.983246     2.783631,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/074/rings.v3.skycell.1360.074.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/074/rings.v3.skycell.1360.074.stk.g.unconv.fits,PUBLIC,,5885,science,2121076,42096407,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000345031190-0216-s,345031190,152.737479258882,2.13507506195265,59525.0043800579,59550.1248950231,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 152.73747926 2.13507506 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000345031190-0216-s_lc.fits,PUBLIC,False,NaN,science,71245716,137217178,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000277876324-0216-s,277876324,157.00535235874,4.96602748987348,59525.0040894444,59550.1246079167,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 157.00535236 4.96602749 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277876324-0216-s_lc.fits,PUBLIC,False,NaN,science,71243033,137211732,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000374311693-0216-s,374311693,159.969844014926,3.86781085374938,59525.0038014236,59550.1242947569,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04039,,TESS,45,SPOC,CIRCLE 159.96984401 3.86781085 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374311693-0216-s_lc.fits,PUBLIC,False,NaN,science,71247109,137221019,600,1000,Optical
timeseries,3,TESS,tess2023043185947-s0062-0000000842146633-0254-s,842146633,148.189954582536,2.16078411402621,59987.9449493403,60013.6571655093,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05084,,TESS,62,SPOC,CIRCLE 148.18995458 2.16078411 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000842146633-0254-s_lc.fits,PUBLIC,False,NaN,science,124173441,823051608,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.068.stk.z,1362.068,158.598864740175,2.59943582439631,55236.4453403,56631.6563190445,632,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.815768     2.382958  158.815456     2.816357  158.381904     2.815837  158.382331     2.382517,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/068/rings.v3.skycell.1362.068.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/068/rings.v3.skycell.1362.068.stk.z.unconv.fits,PUBLIC,,5885,science,2122050,42097381,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000277696329-0216-s,277696329,153.20151985359,4.61467773231984,59525.0044128241,59550.1249435532,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",N/A,,TESS,45,SPOC,CIRCLE 153.20151985 4.61467773 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277696329-0216-s_lc.fits,PUBLIC,False,NaN,science,71242908,137211292,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000277832037-0216-s,277832037,156.137649772458,4.71737308354013,59525.0041570949,59550.1246783565,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 156.13764977 4.71737308 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277832037-0216-s_lc.fits,PUBLIC,False,NaN,science,71242994,137211613,600,1000,Optical
image,3,PS1,rings.v3.skycell.1359.062.stk.r,1359.062,149.000789256962,2.59981608798618,55191.5343171,57007.5726031334,2102,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.217439     2.382929  149.217761     2.816323  148.784082     2.816695  148.783875     2.383243,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/062/rings.v3.skycell.1359.062.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/062/rings.v3.skycell.1359.062.stk.r.unconv.fits,PUBLIC,,5885,science,2120518,42095849,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000275252881-0205-s,275252881,148.347991537744,2.70011855181889,59254.4938685532,59279.4840145949,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03272,,TESS,35,SPOC,CIRCLE ICRS 148.34799154 2.70011855 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000275252881-0205-s_lc.fits,PUBLIC,False,NaN,science,60678324,106803400,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.089.stk.z,1362.089,158.197915962331,3.39868201656877,55236.4453403,56641.6409215445,586,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.414894     3.182504  158.414475     3.615619  157.980881     3.614760  157.981414     3.181748,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/089/rings.v3.skycell.1362.089.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/089/rings.v3.skycell.1362.089.stk.z.unconv.fits,PUBLIC,,5885,science,2122155,42097486,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000842259458-0217-s,842259458,158.625662883089,3.46011121856184,59551.0647624074,59578.2034620486,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04137_G04200,,TESS,46,SPOC,CIRCLE 158.62566288 3.46011122 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000842259458-0217-s_lc.fits,PUBLIC,False,NaN,science,71503540,142841522,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.076.stk.i,1360.076,151.399229492025,3.00016995947624,55251.3471461,57024.5738624334,1472,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.616186     2.783569  151.616085     3.216966  151.182215     3.216711  151.182432     2.783348,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/076/rings.v3.skycell.1360.076.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/076/rings.v3.skycell.1360.076.stk.i.unconv.fits,PUBLIC,,5885,science,2121087,42096418,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2021039152502-s0035-0000000262712517-0205-s,262712517,148.845705494074,3.43349727027676,59254.4938786458,59279.48403375,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03212,,TESS,35,SPOC,CIRCLE ICRS 148.84570549 3.43349727 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000262712517-0205-s_lc.fits,PUBLIC,False,NaN,science,60681651,106823103,600,1000,Optical
image,3,PS1,rings.v3.skycell.1452.019.stk.i,1452.019,159.976899548375,4.5963563880213,55250.4158036,57024.5805002334,1735,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   160.196390     4.380185  160.195119     4.813573  159.757236     4.812408  159.758853     4.379126,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1452/019/rings.v3.skycell.1452.019.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1452/019/rings.v3.skycell.1452.019.stk.i.unconv.fits,PUBLIC,,5885,science,2166801,42142132,677.799987792969,830.400024414063,OPTICAL
